SentBase;SentFull;SentFrench;SentAudio;VocabBase;VocabFull;VocabDef;VocabAudio;Image;Focus;Tags;Note
<b>رأيتُه</b> وهو يقطع الشارع;<b>رَأَيْتُهُ</b> وهُو يَقْطَعُ الشَّارِعَ;Je l'ai vu traverser la rue.;;رأيتُه;رَأَيْتُهُ;rue;;;129;F2K;
<b>رأيتها</b> وهي تقطع الشارع;<b>رَأَيْتُهَا</b> وهِي تَقَطُّعِ الشَّارِعِ;Je l'ai vu traverser la rue.;;رأيتها;رَأَيْتُهَا;rue;;;130;F2K;
أعرف <b>عائلته</b>;أَعَرَفَ <b>عَائِلَتُهُ</b>;Je connais sa famille.;;عائلته;عَائِلَتُهُ;sa;;;131;F2K;
لا أعرف <b>اسمه</b>;لَا أعْرَفِ <b>اِسْمِهِ</b>;Je ne connais pas son nom.;;اسمه;اُسْمُهُ;nom;;;132;F2K;
لا أعرف <b>اسمها</b>;لَا أعْرَفِ <b>اِسْمِهَا</b>;Je ne connais pas son nom.;;اسمها;اُسْمُهَا;nom;;;133;F2K;
هل <b>يمكن</b> أن أجرّبه؟;هَل <b>يَمِّكُنَّ</b> أَنّ أَجَرَّبَهُ ؟;Puis-je essayer ceci ?;;يمكن;يُمْكِنُ;essayer;;;134;F2K;
أنظر <b>إلى</b> نفسك في المرآة;أَنَظَرٌ <b>إِلَى</b> نَفْسكَ فِي الْمِرْآةِ;Regarde-toi dans le miroir.;;إلى;إِلَى;le;;;135;F2K;
في <b>الواقع</b>، ما أكلت شيئاً منذ الصباح;فِي <b>الْوَاقِعِ</b> ، مَا أَكَلَتْ شَيْئًا مُنْذ الصَّبَاحِ;En fait, je n'ai rien mangé depuis ce matin.;;الواقع;الْوَاقِعُ;n'ai;;;136;F2K;
في الحقيقة لم <b>آكل</b> أي شيء منذ هذا الصباح;فِي الْحَقِيقَةِ لَم <b>آكَلَ</b> أَيُّ شَيْءٍ مُنْذ هَذَا الصَّبَاحِ;En fait, je n'ai rien mangé depuis ce matin.;;آكل;آكَلَ;je;;;137;F2K;
لا <b>تنس</b> أن ترسل الرسالة;لَا <b>تَنْسَ</b> أَنّ تَرَسُّلِ الرِّسَالَةِ;N'oublie pas de poster la lettre.;;تنس;تَنُسُّ;N'oublie;;;138;F2K;
سوف يعقد <b>المدير</b> مؤتمراً صحفياً غداً;سَوْف يَعْقِدُ <b>الْمُدِيرُ</b> مُؤْتَمِرًا صَحَفِيًّا غَدًا;Le directeur tiendra une conférence de presse demain.;;مدير;مُدِيرٌ;directeur;;;139;F2K;FIX_MISMATCH=1 | SANITIZE_POLITICS=1
أن <b>جد</b> ممتن لمساعدتك;أَنّ <b>جِدِّ</b> مُمْتَنِّ لِمُسَاعَدَتَكَ;Je vous suis très reconnaissant de votre aide.;;جد;جِدْ;reconnaissant;;;140;F2K;
"<b>يُسمى</b> الأطفال الذين فقدوا أولياءهم""يتامى""";"<b>يُسَمَّى</b> الْأَطْفَالَ الَّذِين فَقَدُوا أَوْلِيَاءَهُمْ "" يَتَامَى """;Les enfants dont les parents sont décédés sont appelés « orphelins ».;;يُسمى;يُسَمَّى;les;;;141;F2K;
<b>أتناول</b> الغداء عند الظهيرة مع أصدقائي;<b>أَتَنَاوَلَ</b> الْغَدَاءُ عِنْد الظَّهيرَةِ مَع أَصْدِقَائِيِّ;Je déjeune à midi avec mes amis.;;أتناول;أَتَنَاوَلَ;déjeune;;;142;F2K;
لم <b>يصدّق</b> أحد قصّته;لَم <b>يُصَدِّقُ</b> أحَدُ قِصَّتِهِ;Personne ne crut son histoire.;;يصدّق;يُصَدِّقُ;crut;;;143;F2K;
لا أريد <b>لحما</b>;لَا أُرِيدُ <b>لَحْمًا</b>;Je ne veux pas de viande.;;لحما;لَحَمَا;viande;;;144;F2K;
<b>أمر</b> سخيف أن يبذر ماله على هذه التفاهات;<b>أَمْرُ</b> سَخِيفُ أَن يَبْذُرُ مَالُهُ عَلَى هَذِه التَّفَاهَاتِ;Il était bête de perdre son argent pour de pareilles broutilles.;;أمر;أَمْرٌ;broutilles;;;145;F2K;
<b>سمعته</b> ينزل المدرج;<b>سَمْعَتُهُ</b> يُنْزِلُ الْمُدَرَّجُ;Je l'ai entendu descendre les escaliers.;;سمعته;سَمِعَتْهُ;escaliers;;;146;F2K;
سمعته <b>ينزل</b> السلالم;سَمْعَتُهُ <b>يُنْزِلُ</b> السَّلَالِمُ;Je l'ai entendu descendre les escaliers.;;ينزل;يُنْزِلُ;escaliers;;;147;F2K;
<b>ليتني</b> كنت أعرف أين هو!;<b>لِيَتْنُي</b> كَنَّتْ أعْرَفُ أَيْن هُو;J'aurais aimé savoir où il était !;;ليتني;لِيَتْنِيٌّ;j'aurais;;;148;F2K;
<b>افكاره</b> تختلف عن افكاري;<b>اَفْكَارُهُ</b> تَخْتَلِفُ عَن اْفَكَاْرَيْ;Ces idées sont assez différentes des miennes.;;افكاره;اَفْكَارُهُ;ces;;;149;F2K;
<b>ابنه</b> يريد ان يصبح محامي;<b>اِبْنُهُ</b> يُرِيدُ انَّ يُصْبِحُ مَحَامُّي;Son fils veut être juriste.;;ابنه;اِبْنَهُ;fils;;;150;F2K;
<b>قال</b> إنه قد كان سعيدا جدا;<b>قَالَ</b> إِنّهُ قَد كَان سَعِيدًا جِدّا;Il a dit qu'il était très heureux.;;قال;قَالَ;dit;;;151;F2K;
<b>لديه</b> قطان: أحدهما أسود والآخر أبيض;<b>لَدَيْهُ</b> قُطَّانَ أَحَدُّهُمَا أسْوَدُ وَالْآخِرُ أَبْيَضُ;Il a deux chats : l'un est noir et l'autre blanc.;;لديه;لَدَيْهُ;a;;;152;F2K;
هو <b>يتجنب</b> مصاحبة هذه السيدات;هُو <b>يَتَجَنَّبُ</b> مُصَاحِبَةَ هَذِه السَّيِّدَاتِ;Il évite de tenir compagnie à ces dames.;;يتجنب;يَتَجَنَّبُ;évite;;;153;F2K;
<b>إنه</b> غير متفق معنا بخصوص هذا الموضوع;<b>إِنّهُ</b> غَيْرَ مُتَّفَقِ مَعنَا بَخَصَوْصْ هَذَا الْمَوْضُوعِ;Il n'est pas d'accord avec nous sur ce sujet.;;إنه;إِنّهُ;il;;;154;F2K;
<b>نفى</b> الأفعال المنسوبة إليه;<b>نَفَى</b> الْأَفْعَالُ الْمَنْسُوبَةُ إِلَيْهِ;Il a nié les faits.;;نفى;نَفَى;faits;;;155;F2K;
إنه <b>قوي</b> كالحصان;إِنّهُ <b>قُوِّيَّ</b> كَالْْحِصَانِ;Il est fort comme un cheval.;;قوي;قُوِّيٌّ;fort;;;156;F2K;
إنه <b>وسيم</b> و ذكي;إِنّهُ <b>وَسِيمَ</b> وْ ذَكِيٌّ;Il est beau et intelligent.;;وسيم;وَسِيمَ;beau;;;157;F2K;
هو <b>يدرس</b> الانجليزية;هُو <b>يَدْرُسُ</b> اْلَاْنَجَلَيْزَيْةْ;Il enseigne l'anglais.;;يدرس;يَدْرُسُ;il;;;158;F2K;
هو <b>معتاد</b> على التحدُّث إلى الأجانب;هُو <b>مُعْتَادٍ</b> عَلَى التَّحَدُّثِ إِلَى الْأجَانِبِ;Il a l'habitude de parler à des étrangers.;;معتاد;مُعْتَادٌ;l'habitude;;;159;F2K;
هو يدرس <b>بجامعة</b> طوكيو;هُو يَدْرُسُ <b>بِجَامِعَةِ</b> طُوكِيُوٍ;Il étudie à l'université de Kyoto.;;بجامعة;بِجَامِعَةٍ;étudie;;;160;F2K;
هو <b>غني</b> بينما أنا فقير;هُو <b>غَنِيِّ</b> بَيْنَمَا أَنَا فَقِيرٍ;Il est riche et je suis pauvre.;;غني;غَنِيٌّ;riche;;;161;F2K;
هو ليس <b>غنيا</b> ولكنه سعيد;هُو لَيْس <b>غَنِيًّا</b> ولَكِنّهُ سَعِيدَ;Il n'est pas riche, mais il est heureux.;;غنيا;غَنَّيَا;heureux;;;162;F2K;
هو <b>متزوج</b> وله طفلان;هُو <b>مُتَزَوِّجٍ</b> ولَه طِفْلَانِ;Il est marié et a deux enfants.;;متزوج;مُتَزَوِّجٌ;marié;;;163;F2K;
<b>يتقاضى</b> شهريا خمس مائة ين;<b>يَتَقَاضَى</b> شَهْرِيَّا خَمْسِ مَِائََِة يِنً;Son salaire mensuel s'élève à plus de 500 000 yens.;;يتقاضى;يَتَقَاضَى;son;;;164;F2K;
<b>سرق</b> مني كل مالي;<b>سَرَقَ</b> مَنِّيٌّ كُلّ مَالِيُّ;Il m'a volé chaque centime que j'avais.;;سرق;سَرَقَ;volé;;;165;F2K;
<b>طلب</b> مني النصيحة;<b>طَلَبَ</b> مَنُّي النَّصِيحَةُ;Il m'a demandé conseil.;;طلب;طَلَبَ;demandé;;;166;F2K;
هو <b>يوزّع</b> الجرائد;هُو <b>يُوَزِّعُ</b> الْجَرَائِدَ;Il livre les journaux.;;يوزّع;يُوَزِّعُ;journaux;;;167;F2K;
إنه وسيم <b>جدا</b>;إِنّهُ وَسِيمَ <b>جِدّا</b>;Il est extrêmement beau.;;جدا;جِدّا;est;;;168;F2K;
لقد <b>قام</b> بما في وسعه لانقاذها;لِقَدٌّ <b>قَام</b> بِمَا فِي وُسْعِهِ لَاْنَقَاْذَهَاْ;Il a fait de son mieux pour la sauver.;;قام;قَام;a;;;169;F2K;
لقد <b>كَلَّفَ</b> نفسه الكثير من أجل انقاذها;لِقَدَّ <b>كَلَّفَ</b> نَفْسهُ الْكَثِيرَ مِن أَجَل اْنَقَاْذَهَاْ;Il a fait de son mieux pour la sauver.;;كَلَّفَ;كَلَّفَ;sauver;;;170;F2K;
هو <b>معروف</b> لدى الجميع;هُو <b>مَعْرُوفِ</b> لَدَى الْجَمِيعِ;Il est connu de tous.;;معروف;مَعْرُوفٌ;connu;;;171;F2K;
لم <b>يتمكن</b> من السيطرة على اعصابه;لَم <b>يَتِمُّكُنَّ</b> مِن السَّيْطَرَةِ عَلَى اْعَصَاْبَهْ;Il n'a pas pu contrôler sa colère.;;يتمكن;يَتِمُّكُنَّ;pu;;;172;F2K;
لم <b>يكن</b> قادرا على أن يتزوجها;لَم <b>يَكُنُّ</b> قَادِرًا عَلَى أَن يَتَزَوَّجُهَا;Il fut dans l'incapacité de l'épouser.;;يكن;يَكُنُّ;fut;;;173;F2K;
إنه <b>يشبه</b> أباه كثيراً;إِنّهُ <b>يُشْبِهُ</b> أَبَاهُ كَثِيرًا;Il ressemble beaucoup à son père.;;يشبه;يُشْبِهُ;ressemble;;;174;F2K;
<b>غضب</b>;<b>غَضَبٌ</b>;Il s'est fâché.;;غضب;غَضَبٌ;fâché;;;175;F2K;
إنه يشبه <b>أمه</b>;إِنّهُ يُشَبِّهُ <b>أُمَّهُ</b>;Il ressemble à sa mère.;;أمه;أَمَّهُ;sa;;;176;F2K;
<b>غدا</b>، سيكون في بيته;<b>غَدًا</b> ، سَيُكَوِّنُ فِي بَيْتِهِ;Il sera chez lui demain.;;غدا;غَدَا;demain;;;177;F2K;
<b>سيأتي</b> إن كان يرغب ذلك;<b>سَيَأْتِي</b> إِنّ كَان يَرْغَبُ ذَلِك;Il viendra s'il en a envie.;;سيأتي;سَيَأْتِي;viendra;;;178;F2K;
هي <b>رافقتني</b> إلى المستشفى;هِي <b>رَافَقَتْنِي</b> إِلَى الْمُسْتَشْفَى;Elle m'a accompagné à l'hôpital.;;رافقتني;رَافَقَتْنِي;accompagné;;;179;F2K;
<b>صديقها</b> مغني;<b>صَدِيقُهَا</b> مغنِي;Son ami est un chanteur.;;صديقها;صَدِيقُهَا;son;;;180;F2K;
هي <b>ليست</b> فقيرة;هِي <b>لَيْسَت</b> فَقِيرَةٍ;Elle n'est pas pauvre.;;ليست;لَيْسَت;pas;;;181;F2K;
هي <b>تعمل</b> في بنك;هِي <b>تَعْمَلُ</b> فِي بَنْكٍ;Elle travaille dans une banque.;;تعمل;تَعْمَلُ;travaille;;;182;F2K;
هي <b>قلقة</b> بشأن سلامتك;هِي <b>قَلَقَةٍ</b> بِشَأْنِ سُلَّامَتِكَ;Elle a peur pour ta sécurité.;;قلقة;قَلَقَةٌ;sécurité;;;183;F2K;
<b>وجدت</b> لي رباط عنق جميل;<b>وَجَدَتْ</b> لِي رِبَاطِ عُنُقِ جَمِيلِ;Elle m'a trouvé une belle cravate.;;وجدت;وَجَدَتْ;cravate;;;184;F2K;
<b>كانت</b> ترتدي حذاءً ذا لون بني غامق;<b>كَانَتْ</b> تَرْتَدِي حِذَاءً ذَا لَوْنِ بُنِّيِّ غَامِقِ;Elle portait des chaussures brun foncé.;;كانت;كَانَتْ;etait;;;185;F2K;
<b>قرأت</b> رسالته عدة مرات;<b>قَرَأَتْ</b> رِسَالَتُهُ عِدَّةَ مَرَّاتٍ;Elle a lu sa lettre à maintes reprises.;;قرأت;قَرَأَتْ;reprises;;;186;F2K;
كانت <b>تسخر</b> من زوجها;كَانَتْ <b>تُسَخِّرُ</b> مِن زَوْجِهَا;Elle se moquait de son mari.;;تسخر;تُسَخِّرُ;moquait;;;187;F2K;
هي <b>تمشي</b>;هِي <b>تَمْشِي</b>;Elle marche.;;تمشي;تَمْشِي;marche;;;188;F2K;
<b>أبي</b> اقلع عن التدخين مؤخرا;<b>أبِي</b> اِقْلَعْ عَن التَّدْخِينِ مُؤَخَّرًا;Mon père a arrêté de fumer récemment.;;أبي;أبِي;père;;;189;F2K;
<b>ألقيت</b> نظرة داخل الغرفة و لم أرى أحدا;<b>أَلْقَيْتُ</b> نَظَرَةَ دَاخِلَ الْغُرْفَةِ وْ لَم أَرَى أحَدًا;Regardant dans la pièce, je n'ai trouvé personne.;;ألقيت;أَلْقَيْتُ;Regardant;;;190;F2K;
لا تنس <b>إضافتي</b>;لَا تَنْسَ <b>إضَافَتَي</b>;N'oublie pas de m'y ajouter.;;إضافتي;إضَافَتُي;m'y;;;191;F2K;
أريد أن <b>أنام</b>;أُرِيدُ أَنّ <b>أَنَامٍ</b>;Je veux dormir.;;أنام;أَنَامٍ;dormir;;;192;F2K;
<b>أحبها</b> و تحبني;<b>أَحَبَّهَا</b> وْ تُحِبُّنِي;Je l'aime et elle m'aime.;;أحبها;أَحَبَّهَا;l'aime;;;193;F2K;
<b>اغلق</b> كتابك;<b>اِغْلِقْ</b> كِتَابَكَ;Ferme ton livre.;;اغلق;اِغْلِقْ;Ferme;;;194;F2K;
ما <b>زالت</b> الحشرة حية;مَا <b>زَالَتْ</b> الْحَشَرَةَ حَيَّةً;Cet insecte est toujours vivant.;;زالت;زَالَتْ;cet;;;195;F2K;
لقد <b>عاد</b> كل العمال لمنازلهم عدا واحد;لِقَدٌّ <b>عَاد</b> كُلّ الْعُمَّالِ لِمُنَازِلَهُمْ عَدَا وَاحِدٍ;Tous les ouvriers rentrèrent chez eux sauf un.;;عاد;عَاد;ouvriers;;;196;F2K;
<b>أجبني</b>;<b>أَجِبُنِي</b>;Répondez-moi.;;أجبني;أَجِبُنِي;Répondez-moi;;;197;F2K;
لقد <b>انتهى</b> كل شيء بالنسبة لي . لقد فقدت عملي;لِقَدَّ <b>اِنْتَهَى</b> كُلّ شَيْءٍ بِالنِّسْبَةِ لِي لِقَدٌّ فَقَدَتْ عَمَلِيٌّ;Tout est fini pour moi. J'ai perdu mon travail.;;انتهى;اِنْتَهَى;Tout;;;198;F2K;
لا <b>يسعني</b> إلا أن أؤدي أفضل ما لدي;لَا <b>يَسَعُنِي</b> إِلَّا أَنّ أُؤَدِّي أفْضَلَ مَا لُدِّي;Tout ce que je peux faire c'est faire de mon mieux.;;يسعني;يَسَعُنِي;faire;;;199;F2K;
<b>تناول</b> هذا الدواء مرّتين في اليوم;<b>تَنَاوَلَ</b> هَذَا الدَّوَاءِ مَرَّتَيْنِ فِي الْيَوْمِ;Prenez ce médicament deux fois par jour.;;تناول;تَنَاوَلَ;Prenez;;;200;F2K;
إشتريت <b>سيارة</b> قديمة;إَشَتَرَيْتْ <b>سَيَّارَةَ</b> قَدِيمَةَ;J'ai acheté une vieille voiture.;;سيارة;سَيَّارَةٌ;voiture;;;201;F2K;
<b>أفضل</b> السمك على اللحم;<b>أَفَضْلُ</b> السَّمَكِ عَلَى اللَّحْمِ;Je préfère le poisson à la viande.;;أفضل;أَفَضْلٌ;je;;;202;F2K;
<b>يتبعني</b> كلبي أين ما ذهبت;<b>يَتْبَعُنِي</b> كَلْبِيٌّ أَيْن مَا ذَهَبَتْ;Mon chien me suit partout où je vais.;;يتبعني;يَتْبَعُنِي;chien;;;203;F2K;
يتبعني <b>كلبي</b> حيثما ذهبت;يَتْبَعُنِي <b>كَلْبِيُّ</b> حَيْثُمَا ذَهَبَتْ;Mon chien me suit partout où je vais.;;كلبي;كَلْبِيٌّ;chien;;;204;F2K;
